Kachelname;Aktualitaet;Bildflugnummer;Koordinatenursprung_East;Koordinatenursprung_North
dop10rgbi_32_481_5807_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5807000
dop10rgbi_32_481_5808_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5808000
dop10rgbi_32_481_5809_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5809000
dop10rgbi_32_481_5810_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5810000
dop10rgbi_32_481_5811_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5811000
dop10rgbi_32_481_5812_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5812000
dop10rgbi_32_481_5813_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5813000
dop10rgbi_32_481_5814_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5814000
dop10rgbi_32_481_5815_1_nw;2017-05-27;1258/17 Minden-Lübbecke;481000;5815000
dop10rgbi_32_482_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5800000
dop10rgbi_32_482_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5801000
dop10rgbi_32_482_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5802000
dop10rgbi_32_482_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5803000
dop10rgbi_32_482_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5804000
dop10rgbi_32_482_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;482000;5805000
dop10rgbi_32_483_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5800000
dop10rgbi_32_483_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5801000
dop10rgbi_32_483_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5802000
dop10rgbi_32_483_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5803000
dop10rgbi_32_483_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5804000
dop10rgbi_32_483_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;483000;5805000
dop10rgbi_32_484_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5800000
dop10rgbi_32_484_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5801000
dop10rgbi_32_484_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5802000
dop10rgbi_32_484_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5803000
dop10rgbi_32_484_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5804000
dop10rgbi_32_484_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;484000;5805000
dop10rgbi_32_485_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5800000
dop10rgbi_32_485_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5801000
dop10rgbi_32_485_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5802000
dop10rgbi_32_485_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5803000
dop10rgbi_32_485_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5804000
dop10rgbi_32_485_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;485000;5805000
dop10rgbi_32_486_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5800000
dop10rgbi_32_486_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5801000
dop10rgbi_32_486_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5802000
dop10rgbi_32_486_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5803000
dop10rgbi_32_486_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5804000
dop10rgbi_32_486_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;486000;5805000
dop10rgbi_32_487_5800_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5800000
dop10rgbi_32_487_5801_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5801000
dop10rgbi_32_487_5802_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5802000
dop10rgbi_32_487_5803_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5803000
dop10rgbi_32_487_5804_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5804000
dop10rgbi_32_487_5805_1_nw;2017-05-27;1258/17 Minden-Lübbecke;487000;5805000
dop10rgbi_32_472_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;472000;5816000
dop10rgbi_32_472_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;472000;5817000
dop10rgbi_32_472_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;472000;5818000
dop10rgbi_32_472_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;472000;5819000
dop10rgbi_32_473_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;473000;5816000
dop10rgbi_32_473_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;473000;5817000
dop10rgbi_32_473_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;473000;5818000
dop10rgbi_32_473_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;473000;5819000
dop10rgbi_32_474_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;474000;5816000
dop10rgbi_32_474_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;474000;5817000
dop10rgbi_32_474_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;474000;5818000
dop10rgbi_32_474_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;474000;5819000
dop10rgbi_32_475_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;475000;5816000
dop10rgbi_32_475_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;475000;5817000
dop10rgbi_32_475_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;475000;5818000
dop10rgbi_32_475_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;475000;5819000
dop10rgbi_32_476_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5816000
dop10rgbi_32_476_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5817000
dop10rgbi_32_476_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5818000
dop10rgbi_32_476_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5819000
dop10rgbi_32_476_5820_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5820000
dop10rgbi_32_476_5821_1_nw;2017-05-27;1258/17 Minden-Lübbecke;476000;5821000
dop10rgbi_32_477_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5816000
dop10rgbi_32_477_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5817000
dop10rgbi_32_477_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5818000
dop10rgbi_32_477_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5819000
dop10rgbi_32_477_5820_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5820000
dop10rgbi_32_477_5821_1_nw;2017-05-27;1258/17 Minden-Lübbecke;477000;5821000
dop10rgbi_32_478_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;478000;5816000
dop10rgbi_32_478_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;478000;5817000
dop10rgbi_32_478_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;478000;5818000
dop10rgbi_32_478_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;478000;5819000
dop10rgbi_32_479_5816_1_nw;2017-05-27;1258/17 Minden-Lübbecke;479000;5816000
dop10rgbi_32_479_5817_1_nw;2017-05-27;1258/17 Minden-Lübbecke;479000;5817000
dop10rgbi_32_479_5818_1_nw;2017-05-27;1258/17 Minden-Lübbecke;479000;5818000
dop10rgbi_32_479_5819_1_nw;2017-05-27;1258/17 Minden-Lübbecke;479000;5819000
dop10rgbi_32_488_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5778000
dop10rgbi_32_488_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5779000
dop10rgbi_32_488_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5780000
dop10rgbi_32_488_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5781000
dop10rgbi_32_488_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5782000
dop10rgbi_32_488_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5783000
dop10rgbi_32_489_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5778000
dop10rgbi_32_489_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5779000
dop10rgbi_32_489_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5780000
dop10rgbi_32_489_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5781000
dop10rgbi_32_489_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5782000
dop10rgbi_32_489_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5783000
dop10rgbi_32_490_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5778000
dop10rgbi_32_490_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5779000
dop10rgbi_32_490_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5780000
dop10rgbi_32_490_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5781000
dop10rgbi_32_490_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5782000
dop10rgbi_32_490_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5783000
dop10rgbi_32_491_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5778000
dop10rgbi_32_491_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5779000
dop10rgbi_32_491_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5780000
dop10rgbi_32_491_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5781000
dop10rgbi_32_491_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5782000
dop10rgbi_32_491_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5783000
dop10rgbi_32_492_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5778000
dop10rgbi_32_492_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5779000
dop10rgbi_32_492_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5780000
dop10rgbi_32_492_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5781000
dop10rgbi_32_492_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5782000
dop10rgbi_32_492_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5783000
dop10rgbi_32_493_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5778000
dop10rgbi_32_493_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5779000
dop10rgbi_32_493_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5780000
dop10rgbi_32_493_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5781000
dop10rgbi_32_493_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5782000
dop10rgbi_32_493_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5783000
dop10rgbi_32_494_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5778000
dop10rgbi_32_494_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5779000
dop10rgbi_32_494_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5780000
dop10rgbi_32_494_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5781000
dop10rgbi_32_494_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5782000
dop10rgbi_32_494_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5783000
dop10rgbi_32_495_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5778000
dop10rgbi_32_495_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5779000
dop10rgbi_32_495_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5780000
dop10rgbi_32_495_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5781000
dop10rgbi_32_495_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5782000
dop10rgbi_32_495_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;495000;5783000
dop10rgbi_32_496_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5778000
dop10rgbi_32_496_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5779000
dop10rgbi_32_496_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5780000
dop10rgbi_32_496_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5781000
dop10rgbi_32_496_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5782000
dop10rgbi_32_496_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;496000;5783000
dop10rgbi_32_497_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5778000
dop10rgbi_32_497_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5779000
dop10rgbi_32_497_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5780000
dop10rgbi_32_497_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5781000
dop10rgbi_32_497_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5782000
dop10rgbi_32_497_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;497000;5783000
dop10rgbi_32_498_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5778000
dop10rgbi_32_498_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5779000
dop10rgbi_32_498_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5780000
dop10rgbi_32_498_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5781000
dop10rgbi_32_498_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5782000
dop10rgbi_32_498_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;498000;5783000
dop10rgbi_32_499_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5778000
dop10rgbi_32_499_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5779000
dop10rgbi_32_499_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5780000
dop10rgbi_32_499_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5781000
dop10rgbi_32_499_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5782000
dop10rgbi_32_499_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;499000;5783000
dop10rgbi_32_500_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5778000
dop10rgbi_32_500_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5779000
dop10rgbi_32_500_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5780000
dop10rgbi_32_500_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5781000
dop10rgbi_32_500_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5782000
dop10rgbi_32_500_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;500000;5783000
dop10rgbi_32_501_5778_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5778000
dop10rgbi_32_501_5779_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5779000
dop10rgbi_32_501_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5780000
dop10rgbi_32_501_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5781000
dop10rgbi_32_501_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5782000
dop10rgbi_32_501_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;501000;5783000
dop10rgbi_32_502_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;502000;5780000
dop10rgbi_32_502_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;502000;5781000
dop10rgbi_32_502_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;502000;5782000
dop10rgbi_32_502_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;502000;5783000
dop10rgbi_32_503_5780_1_nw;2017-06-01;1258/17 Minden-Lübbecke;503000;5780000
dop10rgbi_32_503_5781_1_nw;2017-06-01;1258/17 Minden-Lübbecke;503000;5781000
dop10rgbi_32_503_5782_1_nw;2017-06-01;1258/17 Minden-Lübbecke;503000;5782000
dop10rgbi_32_503_5783_1_nw;2017-06-01;1258/17 Minden-Lübbecke;503000;5783000
dop10rgbi_32_488_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5784000
dop10rgbi_32_488_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5785000
dop10rgbi_32_488_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5786000
dop10rgbi_32_488_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5787000
dop10rgbi_32_488_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5788000
dop10rgbi_32_488_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5789000
dop10rgbi_32_488_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5790000
dop10rgbi_32_488_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5791000
dop10rgbi_32_488_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5792000
dop10rgbi_32_488_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5793000
dop10rgbi_32_488_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5794000
dop10rgbi_32_488_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;488000;5795000
dop10rgbi_32_488_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;488000;5796000
dop10rgbi_32_488_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;488000;5797000
dop10rgbi_32_488_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;488000;5798000
dop10rgbi_32_488_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;488000;5799000
dop10rgbi_32_489_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5784000
dop10rgbi_32_489_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5785000
dop10rgbi_32_489_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5786000
dop10rgbi_32_489_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5787000
dop10rgbi_32_489_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5788000
dop10rgbi_32_489_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5789000
dop10rgbi_32_489_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5790000
dop10rgbi_32_489_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5791000
dop10rgbi_32_489_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5792000
dop10rgbi_32_489_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5793000
dop10rgbi_32_489_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5794000
dop10rgbi_32_489_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;489000;5795000
dop10rgbi_32_489_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;489000;5796000
dop10rgbi_32_489_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;489000;5797000
dop10rgbi_32_489_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;489000;5798000
dop10rgbi_32_489_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;489000;5799000
dop10rgbi_32_490_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5784000
dop10rgbi_32_490_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5785000
dop10rgbi_32_490_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5786000
dop10rgbi_32_490_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5787000
dop10rgbi_32_490_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5788000
dop10rgbi_32_490_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5789000
dop10rgbi_32_490_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5790000
dop10rgbi_32_490_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5791000
dop10rgbi_32_490_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5792000
dop10rgbi_32_490_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5793000
dop10rgbi_32_490_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5794000
dop10rgbi_32_490_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;490000;5795000
dop10rgbi_32_490_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;490000;5796000
dop10rgbi_32_490_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;490000;5797000
dop10rgbi_32_490_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;490000;5798000
dop10rgbi_32_490_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;490000;5799000
dop10rgbi_32_491_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5784000
dop10rgbi_32_491_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5785000
dop10rgbi_32_491_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5786000
dop10rgbi_32_491_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5787000
dop10rgbi_32_491_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5788000
dop10rgbi_32_491_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5789000
dop10rgbi_32_491_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5790000
dop10rgbi_32_491_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5791000
dop10rgbi_32_491_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5792000
dop10rgbi_32_491_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5793000
dop10rgbi_32_491_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5794000
dop10rgbi_32_491_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;491000;5795000
dop10rgbi_32_491_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;491000;5796000
dop10rgbi_32_491_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;491000;5797000
dop10rgbi_32_491_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;491000;5798000
dop10rgbi_32_491_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;491000;5799000
dop10rgbi_32_492_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5784000
dop10rgbi_32_492_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5785000
dop10rgbi_32_492_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5786000
dop10rgbi_32_492_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5787000
dop10rgbi_32_492_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5788000
dop10rgbi_32_492_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5789000
dop10rgbi_32_492_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5790000
dop10rgbi_32_492_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5791000
dop10rgbi_32_492_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5792000
dop10rgbi_32_492_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5793000
dop10rgbi_32_492_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5794000
dop10rgbi_32_492_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;492000;5795000
dop10rgbi_32_492_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;492000;5796000
dop10rgbi_32_492_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;492000;5797000
dop10rgbi_32_492_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;492000;5798000
dop10rgbi_32_492_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;492000;5799000
dop10rgbi_32_493_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5784000
dop10rgbi_32_493_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5785000
dop10rgbi_32_493_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5786000
dop10rgbi_32_493_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5787000
dop10rgbi_32_493_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5788000
dop10rgbi_32_493_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5789000
dop10rgbi_32_493_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5790000
dop10rgbi_32_493_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5791000
dop10rgbi_32_493_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5792000
dop10rgbi_32_493_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5793000
dop10rgbi_32_493_5794_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5794000
dop10rgbi_32_493_5795_1_nw;2017-06-01;1258/17 Minden-Lübbecke;493000;5795000
dop10rgbi_32_493_5796_1_nw;2017-05-27;1258/17 Minden-Lübbecke;493000;5796000
dop10rgbi_32_493_5797_1_nw;2017-05-27;1258/17 Minden-Lübbecke;493000;5797000
dop10rgbi_32_493_5798_1_nw;2017-05-27;1258/17 Minden-Lübbecke;493000;5798000
dop10rgbi_32_493_5799_1_nw;2017-05-27;1258/17 Minden-Lübbecke;493000;5799000
dop10rgbi_32_494_5784_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5784000
dop10rgbi_32_494_5785_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5785000
dop10rgbi_32_494_5786_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5786000
dop10rgbi_32_494_5787_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5787000
dop10rgbi_32_494_5788_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5788000
dop10rgbi_32_494_5789_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5789000
dop10rgbi_32_494_5790_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5790000
dop10rgbi_32_494_5791_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5791000
dop10rgbi_32_494_5792_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5792000
dop10rgbi_32_494_5793_1_nw;2017-06-01;1258/17 Minden-Lübbecke;494000;5793000
