Kachelname;Aktualitaet;Bildflugnummer;Koordinatenursprung_East;Koordinatenursprung_North
dop10rgbi_32_307_5621_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5621000
dop10rgbi_32_307_5622_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5622000
dop10rgbi_32_307_5623_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5623000
dop10rgbi_32_308_5608_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5608000
dop10rgbi_32_308_5609_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5609000
dop10rgbi_32_308_5610_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5610000
dop10rgbi_32_308_5611_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5611000
dop10rgbi_32_308_5612_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5612000
dop10rgbi_32_308_5613_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5613000
dop10rgbi_32_308_5614_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5614000
dop10rgbi_32_308_5615_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5615000
dop10rgbi_32_308_5616_1_nw;2019-08-23;1312/19 Aachen Düren;308000;5616000
dop10rgbi_32_308_5617_1_nw;2019-08-23;1312/19 Aachen Düren;308000;5617000
dop10rgbi_32_308_5618_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5618000
dop10rgbi_32_308_5619_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5619000
dop10rgbi_32_308_5620_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5620000
dop10rgbi_32_308_5621_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5621000
dop10rgbi_32_308_5622_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5622000
dop10rgbi_32_308_5623_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5623000
dop10rgbi_32_309_5608_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5608000
dop10rgbi_32_309_5609_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5609000
dop10rgbi_32_309_5610_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5610000
dop10rgbi_32_309_5611_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5611000
dop10rgbi_32_309_5612_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5612000
dop10rgbi_32_309_5613_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5613000
dop10rgbi_32_309_5614_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5614000
dop10rgbi_32_309_5615_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5615000
dop10rgbi_32_309_5616_1_nw;2019-08-23;1312/19 Aachen Düren;309000;5616000
dop10rgbi_32_309_5617_1_nw;2019-08-23;1312/19 Aachen Düren;309000;5617000
dop10rgbi_32_309_5618_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5618000
dop10rgbi_32_309_5619_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5619000
dop10rgbi_32_309_5620_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5620000
dop10rgbi_32_309_5621_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5621000
dop10rgbi_32_309_5622_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5622000
dop10rgbi_32_309_5623_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5623000
dop10rgbi_32_310_5608_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5608000
dop10rgbi_32_310_5609_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5609000
dop10rgbi_32_310_5610_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5610000
dop10rgbi_32_310_5611_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5611000
dop10rgbi_32_310_5612_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5612000
dop10rgbi_32_310_5613_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5613000
dop10rgbi_32_310_5614_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5614000
dop10rgbi_32_310_5615_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5615000
dop10rgbi_32_310_5616_1_nw;2019-08-23;1312/19 Aachen Düren;310000;5616000
dop10rgbi_32_310_5617_1_nw;2019-08-23;1312/19 Aachen Düren;310000;5617000
dop10rgbi_32_310_5618_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5618000
dop10rgbi_32_310_5619_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5619000
dop10rgbi_32_310_5620_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5620000
dop10rgbi_32_310_5621_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5621000
dop10rgbi_32_310_5622_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5622000
dop10rgbi_32_310_5623_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5623000
dop10rgbi_32_311_5608_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5608000
dop10rgbi_32_311_5609_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5609000
dop10rgbi_32_311_5610_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5610000
dop10rgbi_32_311_5611_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5611000
dop10rgbi_32_311_5612_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5612000
dop10rgbi_32_311_5613_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5613000
dop10rgbi_32_311_5614_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5614000
dop10rgbi_32_311_5615_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5615000
dop10rgbi_32_311_5616_1_nw;2019-08-23;1312/19 Aachen Düren;311000;5616000
dop10rgbi_32_311_5617_1_nw;2019-08-23;1312/19 Aachen Düren;311000;5617000
dop10rgbi_32_311_5618_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5618000
dop10rgbi_32_311_5619_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5619000
dop10rgbi_32_311_5620_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5620000
dop10rgbi_32_311_5621_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5621000
dop10rgbi_32_311_5622_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5622000
dop10rgbi_32_311_5623_1_nw;2019-06-28;1312/19 Aachen Düren;311000;5623000
dop10rgbi_32_296_5624_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5624000
dop10rgbi_32_296_5625_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5625000
dop10rgbi_32_296_5626_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5626000
dop10rgbi_32_296_5627_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5627000
dop10rgbi_32_296_5628_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5628000
dop10rgbi_32_296_5629_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5629000
dop10rgbi_32_296_5630_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5630000
dop10rgbi_32_296_5631_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5631000
dop10rgbi_32_296_5632_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5632000
dop10rgbi_32_296_5633_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5633000
dop10rgbi_32_296_5634_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5634000
dop10rgbi_32_296_5635_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5635000
dop10rgbi_32_296_5636_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5636000
dop10rgbi_32_296_5637_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5637000
dop10rgbi_32_296_5638_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5638000
dop10rgbi_32_296_5639_1_nw;2019-06-28;1312/19 Aachen Düren;296000;5639000
dop10rgbi_32_297_5624_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5624000
dop10rgbi_32_297_5625_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5625000
dop10rgbi_32_297_5626_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5626000
dop10rgbi_32_297_5627_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5627000
dop10rgbi_32_297_5628_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5628000
dop10rgbi_32_297_5629_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5629000
dop10rgbi_32_297_5630_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5630000
dop10rgbi_32_297_5631_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5631000
dop10rgbi_32_297_5632_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5632000
dop10rgbi_32_297_5633_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5633000
dop10rgbi_32_297_5634_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5634000
dop10rgbi_32_297_5635_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5635000
dop10rgbi_32_297_5636_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5636000
dop10rgbi_32_297_5637_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5637000
dop10rgbi_32_297_5638_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5638000
dop10rgbi_32_297_5639_1_nw;2019-06-28;1312/19 Aachen Düren;297000;5639000
dop10rgbi_32_298_5624_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5624000
dop10rgbi_32_298_5625_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5625000
dop10rgbi_32_298_5626_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5626000
dop10rgbi_32_298_5627_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5627000
dop10rgbi_32_298_5628_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5628000
dop10rgbi_32_298_5629_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5629000
dop10rgbi_32_298_5630_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5630000
dop10rgbi_32_298_5631_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5631000
dop10rgbi_32_298_5632_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5632000
dop10rgbi_32_298_5633_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5633000
dop10rgbi_32_298_5634_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5634000
dop10rgbi_32_298_5635_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5635000
dop10rgbi_32_298_5636_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5636000
dop10rgbi_32_298_5637_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5637000
dop10rgbi_32_298_5638_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5638000
dop10rgbi_32_298_5639_1_nw;2019-06-28;1312/19 Aachen Düren;298000;5639000
dop10rgbi_32_299_5624_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5624000
dop10rgbi_32_299_5625_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5625000
dop10rgbi_32_299_5626_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5626000
dop10rgbi_32_299_5627_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5627000
dop10rgbi_32_299_5628_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5628000
dop10rgbi_32_299_5629_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5629000
dop10rgbi_32_299_5630_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5630000
dop10rgbi_32_299_5631_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5631000
dop10rgbi_32_299_5632_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5632000
dop10rgbi_32_299_5633_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5633000
dop10rgbi_32_299_5634_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5634000
dop10rgbi_32_299_5635_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5635000
dop10rgbi_32_299_5636_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5636000
dop10rgbi_32_299_5637_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5637000
dop10rgbi_32_299_5638_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5638000
dop10rgbi_32_299_5639_1_nw;2019-06-28;1312/19 Aachen Düren;299000;5639000
dop10rgbi_32_300_5624_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5624000
dop10rgbi_32_300_5625_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5625000
dop10rgbi_32_300_5626_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5626000
dop10rgbi_32_300_5627_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5627000
dop10rgbi_32_300_5628_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5628000
dop10rgbi_32_300_5629_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5629000
dop10rgbi_32_300_5630_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5630000
dop10rgbi_32_300_5631_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5631000
dop10rgbi_32_300_5632_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5632000
dop10rgbi_32_300_5633_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5633000
dop10rgbi_32_300_5634_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5634000
dop10rgbi_32_300_5635_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5635000
dop10rgbi_32_300_5636_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5636000
dop10rgbi_32_300_5637_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5637000
dop10rgbi_32_300_5638_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5638000
dop10rgbi_32_300_5639_1_nw;2019-06-28;1312/19 Aachen Düren;300000;5639000
dop10rgbi_32_301_5624_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5624000
dop10rgbi_32_301_5625_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5625000
dop10rgbi_32_301_5626_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5626000
dop10rgbi_32_301_5627_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5627000
dop10rgbi_32_301_5628_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5628000
dop10rgbi_32_301_5629_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5629000
dop10rgbi_32_301_5630_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5630000
dop10rgbi_32_301_5631_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5631000
dop10rgbi_32_301_5632_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5632000
dop10rgbi_32_301_5633_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5633000
dop10rgbi_32_301_5634_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5634000
dop10rgbi_32_301_5635_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5635000
dop10rgbi_32_301_5636_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5636000
dop10rgbi_32_301_5637_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5637000
dop10rgbi_32_301_5638_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5638000
dop10rgbi_32_301_5639_1_nw;2019-06-28;1312/19 Aachen Düren;301000;5639000
dop10rgbi_32_302_5624_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5624000
dop10rgbi_32_302_5625_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5625000
dop10rgbi_32_302_5626_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5626000
dop10rgbi_32_302_5627_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5627000
dop10rgbi_32_302_5628_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5628000
dop10rgbi_32_302_5629_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5629000
dop10rgbi_32_302_5630_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5630000
dop10rgbi_32_302_5631_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5631000
dop10rgbi_32_302_5632_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5632000
dop10rgbi_32_302_5633_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5633000
dop10rgbi_32_302_5634_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5634000
dop10rgbi_32_302_5635_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5635000
dop10rgbi_32_302_5636_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5636000
dop10rgbi_32_302_5637_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5637000
dop10rgbi_32_302_5638_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5638000
dop10rgbi_32_302_5639_1_nw;2019-06-28;1312/19 Aachen Düren;302000;5639000
dop10rgbi_32_303_5624_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5624000
dop10rgbi_32_303_5625_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5625000
dop10rgbi_32_303_5626_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5626000
dop10rgbi_32_303_5627_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5627000
dop10rgbi_32_303_5628_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5628000
dop10rgbi_32_303_5629_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5629000
dop10rgbi_32_303_5630_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5630000
dop10rgbi_32_303_5631_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5631000
dop10rgbi_32_303_5632_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5632000
dop10rgbi_32_303_5633_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5633000
dop10rgbi_32_303_5634_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5634000
dop10rgbi_32_303_5635_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5635000
dop10rgbi_32_303_5636_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5636000
dop10rgbi_32_303_5637_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5637000
dop10rgbi_32_303_5638_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5638000
dop10rgbi_32_303_5639_1_nw;2019-06-28;1312/19 Aachen Düren;303000;5639000
dop10rgbi_32_304_5624_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5624000
dop10rgbi_32_304_5625_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5625000
dop10rgbi_32_304_5626_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5626000
dop10rgbi_32_304_5627_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5627000
dop10rgbi_32_304_5628_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5628000
dop10rgbi_32_304_5629_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5629000
dop10rgbi_32_304_5630_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5630000
dop10rgbi_32_304_5631_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5631000
dop10rgbi_32_304_5632_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5632000
dop10rgbi_32_304_5633_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5633000
dop10rgbi_32_304_5634_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5634000
dop10rgbi_32_304_5635_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5635000
dop10rgbi_32_304_5636_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5636000
dop10rgbi_32_304_5637_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5637000
dop10rgbi_32_304_5638_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5638000
dop10rgbi_32_304_5639_1_nw;2019-06-28;1312/19 Aachen Düren;304000;5639000
dop10rgbi_32_305_5624_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5624000
dop10rgbi_32_305_5625_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5625000
dop10rgbi_32_305_5626_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5626000
dop10rgbi_32_305_5627_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5627000
dop10rgbi_32_305_5628_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5628000
dop10rgbi_32_305_5629_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5629000
dop10rgbi_32_305_5630_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5630000
dop10rgbi_32_305_5631_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5631000
dop10rgbi_32_305_5632_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5632000
dop10rgbi_32_305_5633_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5633000
dop10rgbi_32_305_5634_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5634000
dop10rgbi_32_305_5635_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5635000
dop10rgbi_32_305_5636_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5636000
dop10rgbi_32_305_5637_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5637000
dop10rgbi_32_305_5638_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5638000
dop10rgbi_32_305_5639_1_nw;2019-06-28;1312/19 Aachen Düren;305000;5639000
dop10rgbi_32_306_5624_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5624000
dop10rgbi_32_306_5625_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5625000
dop10rgbi_32_306_5626_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5626000
dop10rgbi_32_306_5627_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5627000
dop10rgbi_32_306_5628_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5628000
dop10rgbi_32_306_5629_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5629000
dop10rgbi_32_306_5630_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5630000
dop10rgbi_32_306_5631_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5631000
dop10rgbi_32_306_5632_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5632000
dop10rgbi_32_306_5633_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5633000
dop10rgbi_32_306_5634_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5634000
dop10rgbi_32_306_5635_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5635000
dop10rgbi_32_306_5636_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5636000
dop10rgbi_32_306_5637_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5637000
dop10rgbi_32_306_5638_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5638000
dop10rgbi_32_306_5639_1_nw;2019-06-28;1312/19 Aachen Düren;306000;5639000
dop10rgbi_32_307_5624_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5624000
dop10rgbi_32_307_5625_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5625000
dop10rgbi_32_307_5626_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5626000
dop10rgbi_32_307_5627_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5627000
dop10rgbi_32_307_5628_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5628000
dop10rgbi_32_307_5629_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5629000
dop10rgbi_32_307_5630_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5630000
dop10rgbi_32_307_5631_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5631000
dop10rgbi_32_307_5632_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5632000
dop10rgbi_32_307_5633_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5633000
dop10rgbi_32_307_5634_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5634000
dop10rgbi_32_307_5635_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5635000
dop10rgbi_32_307_5636_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5636000
dop10rgbi_32_307_5637_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5637000
dop10rgbi_32_307_5638_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5638000
dop10rgbi_32_307_5639_1_nw;2019-06-28;1312/19 Aachen Düren;307000;5639000
dop10rgbi_32_308_5624_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5624000
dop10rgbi_32_308_5625_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5625000
dop10rgbi_32_308_5626_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5626000
dop10rgbi_32_308_5627_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5627000
dop10rgbi_32_308_5628_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5628000
dop10rgbi_32_308_5629_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5629000
dop10rgbi_32_308_5630_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5630000
dop10rgbi_32_308_5631_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5631000
dop10rgbi_32_308_5632_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5632000
dop10rgbi_32_308_5633_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5633000
dop10rgbi_32_308_5634_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5634000
dop10rgbi_32_308_5635_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5635000
dop10rgbi_32_308_5636_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5636000
dop10rgbi_32_308_5637_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5637000
dop10rgbi_32_308_5638_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5638000
dop10rgbi_32_308_5639_1_nw;2019-06-28;1312/19 Aachen Düren;308000;5639000
dop10rgbi_32_309_5624_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5624000
dop10rgbi_32_309_5625_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5625000
dop10rgbi_32_309_5626_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5626000
dop10rgbi_32_309_5627_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5627000
dop10rgbi_32_309_5628_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5628000
dop10rgbi_32_309_5629_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5629000
dop10rgbi_32_309_5630_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5630000
dop10rgbi_32_309_5631_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5631000
dop10rgbi_32_309_5632_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5632000
dop10rgbi_32_309_5633_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5633000
dop10rgbi_32_309_5634_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5634000
dop10rgbi_32_309_5635_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5635000
dop10rgbi_32_309_5636_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5636000
dop10rgbi_32_309_5637_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5637000
dop10rgbi_32_309_5638_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5638000
dop10rgbi_32_309_5639_1_nw;2019-06-28;1312/19 Aachen Düren;309000;5639000
dop10rgbi_32_310_5624_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5624000
dop10rgbi_32_310_5625_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5625000
dop10rgbi_32_310_5626_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5626000
dop10rgbi_32_310_5627_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5627000
dop10rgbi_32_310_5628_1_nw;2019-06-28;1312/19 Aachen Düren;310000;5628000
